date,product_id,units_sold,lead_time,discount_numeric,Promotion_Flag,seasonality,holiday
,P00003,259,3,0,0,Summer,0
,P00003,274,5,0,0,Summer,0
,P00003,224,4,0,0,Summer,0
,P00003,235,5,0,0,Summer,0
,P00003,402,1,0.1,1,Summer,0
,P00003,39,1,0.05,1,Summer,0
,P00003,140,4,0.05,1,Summer,0
,P00003,80,6,0.15,1,Summer,0
,P00003,286,4,0,0,Summer,0
,P00003,484,6,0.05,1,Summer,0
,P00003,40,2,0.1,1,Summer,0
,P00003,130,3,0.15,1,Summer,0
,P00003,382,5,0.1,1,Summer,0
,P00003,379,7,0.1,1,Summer,0
,P00003,351,6,0.1,1,Summer,0
,P00003,223,5,0.15,1,Summer,0
,P00003,473,3,0,0,Summer,0
,P00003,409,3,0.05,1,Summer,0
,P00003,390,1,0,0,Summer,0
,P00003,53,2,0.15,1,Summer,0
,P00003,45,2,0.15,1,Summer,0
,P00003,471,2,0.1,1,Summer,0
,P00003,487,4,0.1,1,Summer,0
,P00003,43,4,0.1,1,Summer,0
,P00003,474,5,0.05,1,Summer,0
,P00003,336,4,0.15,1,Summer,0
,P00003,307,4,0.05,1,Summer,0
,P00003,480,2,0.15,1,Summer,0
,P00003,237,2,0.1,1,Summer,0
,P00003,140,3,0,0,Summer,0
,P00003,204,5,0.15,1,Summer,0
,P00003,408,3,0,0,Summer,0
,P00003,59,4,0.05,1,Summer,0
,P00003,392,1,0.15,1,Summer,0
,P00003,22,6,0.1,1,Summer,0
,P00003,440,5,0.15,1,Summer,0
,P00003,37,6,0.05,1,Summer,0
,P00003,88,2,0.15,1,Summer,0
,P00003,411,1,0,0,Summer,0
,P00003,287,5,0.15,1,Summer,0
,P00003,124,3,0,0,Summer,0
,P00003,433,3,0.1,1,Summer,0
,P00003,157,5,0.05,1,Summer,0
,P00003,371,5,0.1,1,Summer,0
,P00003,483,5,0,0,Summer,0
,P00003,410,3,0.05,1,Summer,0
,P00003,231,5,0,0,Summer,0
,P00003,365,1,0.1,1,Summer,0
,P00003,234,3,0.1,1,Summer,0
,P00003,200,5,0.05,1,Summer,0
,P00003,348,5,0.15,1,Summer,0
,P00003,176,4,0.1,1,Summer,0
,P00003,21,3,0.05,1,Summer,0
,P00003,401,1,0,0,Summer,0
,P00003,265,1,0.05,1,Summer,0
,P00003,155,6,0,0,Summer,0
,P00003,357,5,0.05,1,Summer,0
,P00003,456,4,0,0,Summer,0
,P00003,372,6,0.1,1,Summer,0
,P00003,420,1,0.05,1,Summer,0
,P00003,240,5,0,0,Summer,0
,P00003,160,4,0,0,Summer,0
,P00003,451,2,0,0,Summer,0
,P00003,225,2,0.05,1,Summer,0
,P00003,456,4,0.1,1,Summer,0
,P00003,130,3,0,0,Summer,0
,P00003,373,5,0.05,1,Summer,0
,P00003,30,6,0.1,1,Summer,0
,P00003,46,3,0.05,1,Summer,0
,P00003,45,3,0.1,1,Summer,0
,P00003,486,1,0.1,1,Summer,0
,P00003,338,2,0.1,1,Summer,0
,P00003,245,2,0,0,Summer,0
,P00003,364,6,0,0,Summer,0
,P00003,101,1,0.1,1,Summer,0
,P00003,336,1,0,0,Summer,0
,P00003,94,5,0.05,1,Summer,0
,P00003,168,4,0.05,1,Summer,0
,P00003,275,1,0.1,1,Summer,0
,P00003,209,6,0.15,1,Summer,0
,P00003,432,5,0.05,1,Summer,0
,P00003,363,6,0.1,1,Summer,0
,P00003,247,1,0.15,1,Summer,0
,P00003,120,2,0.05,1,Summer,0
,P00003,466,4,0.15,1,Summer,0
,P00003,363,6,0,0,Summer,0
,P00003,449,4,0.15,1,Summer,0
,P00003,112,2,0.15,1,Summer,0
,P00003,70,4,0.15,1,Summer,0
,P00003,124,1,0,0,Summer,0
,P00003,455,4,0,0,Summer,0
,P00003,97,2,0.05,1,Summer,0
,P00003,154,2,0.15,1,Summer,0
,P00003,133,1,0.15,1,Summer,0
,P00003,138,3,0.1,1,Summer,0
,P00003,480,6,0.1,1,Summer,0
,P00003,429,2,0.05,1,Summer,0
,P00003,187,5,0.05,1,Summer,0
,P00003,100,2,0.15,1,Summer,0
,P00003,192,5,0,0,Summer,0
,P00003,355,2,0.05,1,Summer,0
,P00003,38,3,0.1,1,Summer,0
,P00003,351,1,0,0,Summer,0
,P00003,185,6,0.15,1,Summer,0
,P00003,76,6,0.05,1,Summer,0
,P00003,33,6,0.15,1,Summer,0
,P00003,321,3,0.15,1,Summer,0
,P00003,274,3,0.1,1,Summer,0
,P00003,200,5,0.05,1,Summer,0
,P00003,357,6,0,0,Summer,0
,P00003,221,1,0.05,1,Summer,0
,P00003,10,7,0.1,1,Summer,0
,P00003,112,2,0.05,1,Summer,0
,P00003,370,5,0.15,1,Summer,0
,P00003,374,4,0.1,1,Summer,0
,P00003,27,4,0.05,1,Summer,0
,P00003,125,3,0.05,1,Summer,0
,P00003,216,7,0.05,1,Summer,0
,P00003,61,4,0.15,1,Summer,0
,P00003,241,1,0.05,1,Summer,0
,P00003,154,4,0,0,Summer,0
,P00003,163,2,0.15,1,Summer,0
,P00003,272,7,0.15,1,Summer,0
,P00003,444,2,0,0,Summer,0
,P00003,125,1,0.1,1,Summer,0
,P00003,460,3,0,0,Summer,0
,P00003,61,5,0.15,1,Summer,0
,P00003,396,4,0.1,1,Summer,0
,P00003,162,4,0.05,1,Summer,0
,P00003,151,3,0.1,1,Summer,0
,P00003,423,3,0.15,1,Summer,0
,P00003,416,1,0,0,Summer,0
,P00003,463,6,0.1,1,Summer,0
,P00003,321,5,0,0,Summer,0
,P00003,304,4,0,0,Summer,0
,P00003,64,4,0.15,1,Summer,0
,P00003,56,4,0.05,1,Summer,0
,P00003,479,4,0.05,1,Summer,0
,P00003,35,5,0,0,Summer,0
,P00003,77,4,0,0,Summer,0
,P00003,251,2,0,0,Summer,0
,P00003,445,3,0.15,1,Summer,0
,P00003,484,3,0,0,Summer,0
,P00003,469,4,0.05,1,Summer,0
,P00003,193,4,0,0,Summer,0
,P00003,350,4,0.05,1,Summer,0
,P00003,367,7,0.15,1,Summer,0
,P00003,143,3,0.15,1,Summer,0
,P00003,124,3,0.15,1,Summer,0
,P00003,98,3,0.15,1,Summer,0
02-01-2024,P00004,363,4,0,0,All-Season,0
03-01-2024,P00004,475,4,0,0,All-Season,0
04-01-2024,P00004,209,4,0,0,All-Season,0
06-01-2024,P00004,375,4,0.1,1,All-Season,0
07-01-2024,P00004,438,6,0.05,1,All-Season,0
09-01-2024,P00004,195,2,0.1,1,All-Season,0
10-01-2024,P00004,22,5,0.05,1,All-Season,0
12-01-2024,P00004,485,6,0.05,1,All-Season,0
02-02-2024,P00004,81,1,0.05,1,All-Season,0
03-02-2024,P00004,240,6,0.05,1,All-Season,0
05-02-2024,P00004,397,6,0.15,1,All-Season,0
08-02-2024,P00004,137,3,0,0,All-Season,0
12-02-2024,P00004,193,6,0.15,1,All-Season,0
02-03-2024,P00004,183,5,0.15,1,All-Season,0
04-03-2024,P00004,349,1,0.05,1,All-Season,0
07-03-2024,P00004,232,2,0,0,All-Season,0
10-03-2024,P00004,385,2,0.15,1,All-Season,0
11-03-2024,P00004,77,3,0.05,1,All-Season,0
03-04-2024,P00004,138,7,0.15,1,All-Season,0
10-04-2024,P00004,279,2,0.15,1,All-Season,0
12-04-2024,P00004,126,4,0,0,All-Season,0
03-05-2024,P00004,80,6,0.05,1,All-Season,0
04-05-2024,P00004,447,4,0,0,All-Season,0
05-05-2024,P00004,267,1,0.05,1,All-Season,0
06-05-2024,P00004,375,1,0.15,1,All-Season,0
07-05-2024,P00004,65,1,0.1,1,All-Season,0
09-05-2024,P00004,282,3,0.1,1,All-Season,0
11-05-2024,P00004,48,3,0,0,All-Season,0
02-06-2024,P00004,330,4,0.05,1,All-Season,0
03-06-2024,P00004,356,4,0.15,1,All-Season,0
04-06-2024,P00004,336,4,0.15,1,All-Season,0
09-06-2024,P00004,83,3,0.15,1,All-Season,0
10-06-2024,P00004,421,6,0,0,All-Season,0
11-06-2024,P00004,44,6,0,0,All-Season,0
07-07-2024,P00004,66,2,0.15,1,All-Season,0
08-07-2024,P00004,420,1,0.15,1,All-Season,0
09-07-2024,P00004,369,4,0.1,1,All-Season,0
10-07-2024,P00004,97,3,0.05,1,All-Season,0
12-07-2024,P00004,387,5,0,0,All-Season,0
03-08-2024,P00004,334,1,0.1,1,All-Season,0
04-08-2024,P00004,242,6,0.1,1,All-Season,0
07-08-2024,P00004,38,3,0,0,All-Season,0
11-08-2024,P00004,500,4,0.15,1,All-Season,0
02-09-2024,P00004,79,2,0,0,All-Season,0
05-09-2024,P00004,426,6,0.15,1,All-Season,0
07-09-2024,P00004,206,6,0.1,1,All-Season,0
08-09-2024,P00004,438,4,0.15,1,All-Season,0
03-10-2024,P00004,375,2,0.05,1,All-Season,0
08-10-2024,P00004,438,4,0.05,1,All-Season,0
11-10-2024,P00004,353,6,0.15,1,All-Season,0
04-11-2024,P00004,158,5,0,0,All-Season,0
06-11-2024,P00004,110,2,0.1,1,All-Season,0
03-12-2024,P00004,146,5,0.1,1,All-Season,0
04-12-2024,P00004,416,1,0,0,All-Season,0
05-12-2024,P00004,319,4,0,0,All-Season,0
07-12-2024,P00004,268,5,0.05,1,All-Season,0
08-12-2024,P00004,81,6,0.05,1,All-Season,0
12-12-2024,P00004,141,5,0.1,1,All-Season,0
05-01-2025,P00004,80,3,0.1,1,All-Season,0
06-01-2025,P00004,191,3,0.15,1,All-Season,0
10-01-2025,P00004,457,3,0.1,1,All-Season,0
01-02-2025,P00004,99,3,0.1,1,All-Season,0
02-02-2025,P00004,336,5,0.15,1,All-Season,0
03-02-2025,P00004,303,4,0,0,All-Season,0
04-02-2025,P00004,184,1,0,0,All-Season,0
07-02-2025,P00004,252,7,0.1,1,All-Season,0
01-03-2025,P00004,380,4,0.1,1,All-Season,0
05-03-2025,P00004,112,3,0,0,All-Season,0
06-03-2025,P00004,87,5,0.15,1,All-Season,0
08-03-2025,P00004,390,1,0.05,1,All-Season,0
09-03-2025,P00004,219,2,0.05,1,All-Season,0
03-04-2025,P00004,73,3,0.05,1,All-Season,0
04-04-2025,P00004,196,4,0,0,All-Season,0
05-04-2025,P00004,479,5,0.15,1,All-Season,0
07-04-2025,P00004,18,1,0.15,1,All-Season,0
08-04-2025,P00004,78,4,0,0,All-Season,0
10-04-2025,P00004,458,2,0.15,1,All-Season,1
01-05-2025,P00004,220,2,0.05,1,All-Season,0
08-05-2025,P00004,177,3,0,0,All-Season,0
09-05-2025,P00004,236,3,0.15,1,All-Season,0
10-05-2025,P00004,299,6,0.05,1,All-Season,0
07-06-2025,P00004,88,7,0,0,All-Season,1
09-06-2025,P00004,305,3,0.1,1,All-Season,0
03-07-2025,P00004,321,1,0,0,All-Season,0
04-07-2025,P00004,12,5,0.05,1,All-Season,0
01-08-2025,P00004,401,2,0.15,1,All-Season,0
05-08-2025,P00004,277,4,0.05,1,All-Season,0
06-08-2025,P00004,490,2,0.05,1,All-Season,0
07-08-2025,P00004,280,7,0.05,1,All-Season,0
08-08-2025,P00004,121,3,0.15,1,All-Season,0
09-08-2025,P00004,382,2,0.1,1,All-Season,0
01-09-2025,P00004,163,3,0.05,1,All-Season,0
02-09-2025,P00004,466,5,0.15,1,All-Season,0
07-09-2025,P00004,186,2,0.1,1,All-Season,0
08-09-2025,P00004,35,4,0.1,1,All-Season,0
01-10-2025,P00004,423,4,0.1,1,All-Season,0
03-10-2025,P00004,406,2,0.05,1,All-Season,0
04-11-2025,P00004,14,6,0.05,1,All-Season,0
09-11-2025,P00004,240,2,0,0,All-Season,0
04-12-2025,P00004,357,1,0.1,1,All-Season,0
,P00004,347,6,0,0,All-Season,0
,P00004,444,5,0,0,All-Season,0
,P00004,151,2,0.15,1,All-Season,0
,P00004,379,7,0.15,1,All-Season,0
,P00004,233,3,0,0,All-Season,0
,P00004,418,1,0,0,All-Season,0
,P00004,380,3,0.1,1,All-Season,0
,P00004,27,1,0.15,1,All-Season,0
,P00004,34,6,0.1,1,All-Season,0
,P00004,312,2,0.15,1,All-Season,0
,P00004,71,3,0,0,All-Season,0
,P00004,434,5,0.1,1,All-Season,0
,P00004,371,6,0.15,1,All-Season,0
,P00004,26,4,0.1,1,All-Season,0
,P00004,90,4,0.15,1,All-Season,0
,P00004,97,6,0,0,All-Season,0
,P00004,499,3,0.1,1,All-Season,0
,P00004,59,1,0,0,All-Season,0
,P00004,98,3,0,0,All-Season,0
,P00004,468,2,0.05,1,All-Season,0
,P00004,296,1,0.05,1,All-Season,0
,P00004,225,7,0.05,1,All-Season,0
,P00004,167,1,0,0,All-Season,0
,P00004,195,4,0.1,1,All-Season,0
,P00004,219,2,0.1,1,All-Season,0
,P00004,310,3,0.1,1,All-Season,0
,P00004,154,4,0.1,1,All-Season,0
,P00004,253,4,0,0,All-Season,0
,P00004,162,6,0.05,1,All-Season,0
,P00004,221,4,0.1,1,All-Season,0
,P00004,295,1,0.1,1,All-Season,0
,P00004,154,5,0.15,1,All-Season,0
,P00004,181,3,0.1,1,All-Season,0
,P00004,422,3,0.1,1,All-Season,0
,P00004,189,4,0,0,All-Season,0
,P00004,343,4,0,0,All-Season,0
,P00004,421,4,0,0,All-Season,0
,P00004,470,6,0.05,1,All-Season,0
,P00004,42,5,0.05,1,All-Season,0
,P00004,300,3,0.15,1,All-Season,0
,P00004,400,5,0.15,1,All-Season,0
,P00004,186,2,0,0,All-Season,0
,P00004,31,2,0.1,1,All-Season,0
,P00004,442,1,0.1,1,All-Season,0
,P00004,342,1,0.05,1,All-Season,0
,P00004,41,2,0,0,All-Season,0
,P00004,393,5,0.15,1,All-Season,0
,P00004,399,5,0.05,1,All-Season,0
,P00004,350,3,0.05,1,All-Season,0
,P00004,477,5,0.1,1,All-Season,0
,P00004,411,5,0.05,1,All-Season,0
,P00004,156,1,0.05,1,All-Season,0
,P00004,31,5,0,0,All-Season,0
,P00004,440,5,0.05,1,All-Season,0
,P00004,164,4,0,0,All-Season,0
,P00004,305,2,0,0,All-Season,0
,P00004,468,2,0.05,1,All-Season,0
,P00004,396,1,0.1,1,All-Season,0
,P00004,234,5,0.1,1,All-Season,0
,P00004,357,6,0.05,1,All-Season,0
,P00004,52,4,0.15,1,All-Season,0
,P00004,363,6,0.1,1,All-Season,0
,P00004,212,1,0.05,1,All-Season,0
,P00004,177,5,0.1,1,All-Season,0
,P00004,199,5,0.05,1,All-Season,0
,P00004,115,2,0.15,1,All-Season,0
,P00004,70,6,0,0,All-Season,0
,P00004,151,2,0.05,1,All-Season,0
,P00004,444,5,0.1,1,All-Season,0
,P00004,376,5,0,0,All-Season,0
,P00004,49,2,0.05,1,All-Season,0
,P00004,469,2,0.05,1,All-Season,0
,P00004,343,4,0.15,1,All-Season,0
,P00004,321,5,0.15,1,All-Season,0
,P00004,58,1,0.05,1,All-Season,0
,P00004,376,6,0.15,1,All-Season,0
,P00004,227,4,0.15,1,All-Season,0
,P00004,419,1,0,0,All-Season,0
,P00004,97,6,0.15,1,All-Season,0
,P00004,229,7,0.05,1,All-Season,0
,P00004,327,4,0,0,All-Season,0
,P00004,299,1,0.05,1,All-Season,0
,P00004,93,4,0.15,1,All-Season,0
,P00004,426,6,0.15,1,All-Season,0
,P00004,495,7,0.1,1,All-Season,0
,P00004,286,2,0.05,1,All-Season,0
,P00004,138,6,0.1,1,All-Season,0
,P00004,269,3,0,0,All-Season,0
,P00004,467,1,0.15,1,All-Season,0
,P00004,383,3,0.05,1,All-Season,0
,P00004,450,1,0.1,1,All-Season,0
,P00004,335,4,0,0,All-Season,0
,P00004,443,4,0.15,1,All-Season,0
,P00004,62,5,0,0,All-Season,0
,P00004,340,5,0.15,1,All-Season,0
,P00004,385,4,0,0,All-Season,0
,P00004,496,6,0.15,1,All-Season,0
,P00004,462,4,0,0,All-Season,0
,P00004,66,2,0.05,1,All-Season,0
,P00004,43,4,0.1,1,All-Season,0
,P00004,200,1,0,0,All-Season,0
,P00004,208,3,0.05,1,All-Season,0
,P00004,458,5,0.05,1,All-Season,0
,P00004,148,4,0,0,All-Season,0
,P00004,366,5,0,0,All-Season,0
,P00004,368,5,0.05,1,All-Season,0
,P00004,197,3,0.1,1,All-Season,0
,P00004,212,2,0,0,All-Season,0
,P00004,280,2,0.1,1,All-Season,0
,P00004,169,2,0.15,1,All-Season,0
,P00004,322,4,0.15,1,All-Season,0
,P00004,377,3,0.15,1,All-Season,0
,P00004,72,3,0.15,1,All-Season,0
,P00004,318,1,0,0,All-Season,0
,P00004,427,5,0.1,1,All-Season,0
,P00004,221,4,0.15,1,All-Season,0
,P00004,80,3,0.1,1,All-Season,0
,P00004,141,6,0.15,1,All-Season,0
,P00004,317,1,0,0,All-Season,0
,P00004,226,6,0.1,1,All-Season,0
,P00004,110,1,0,0,All-Season,0
,P00004,280,2,0.15,1,All-Season,0
,P00004,302,1,0.1,1,All-Season,0
,P00004,300,3,0.15,1,All-Season,0
,P00004,107,3,0.15,1,All-Season,0
,P00004,86,3,0.15,1,All-Season,0
,P00004,305,4,0,0,All-Season,0
,P00004,67,2,0.05,1,All-Season,0
,P00004,122,3,0.1,1,All-Season,0
,P00004,368,1,0,0,All-Season,0
,P00004,366,5,0.1,1,All-Season,0
,P00004,260,5,0.05,1,All-Season,0
,P00004,28,1,0,0,All-Season,0
,P00004,463,4,0.05,1,All-Season,0
,P00004,320,1,0,0,All-Season,0
,P00004,353,4,0.15,1,All-Season,0
,P00004,136,6,0,0,All-Season,0
,P00004,436,3,0,0,All-Season,0
,P00004,139,2,0,0,All-Season,0
,P00004,340,3,0.05,1,All-Season,0
,P00004,83,2,0.05,1,All-Season,0
,P00004,388,3,0.05,1,All-Season,0
,P00004,153,1,0.05,1,All-Season,0
01-01-2024,P00005,423,5,0,0,All-Season,0
03-01-2024,P00005,66,3,0,0,All-Season,0
06-01-2024,P00005,424,2,0.1,1,All-Season,0
04-02-2024,P00005,139,1,0,0,All-Season,0
07-02-2024,P00005,129,1,0.05,1,All-Season,0
12-02-2024,P00005,274,2,0.05,1,All-Season,0
02-03-2024,P00005,184,5,0,0,All-Season,0
10-03-2024,P00005,247,2,0,0,All-Season,0
12-03-2024,P00005,493,1,0.05,1,All-Season,0
03-04-2024,P00005,217,1,0.15,1,All-Season,0
04-04-2024,P00005,208,3,0.15,1,All-Season,0
05-04-2024,P00005,120,1,0.1,1,All-Season,0
10-04-2024,P00005,421,5,0.1,1,All-Season,0
04-05-2024,P00005,264,5,0.05,1,All-Season,0
07-05-2024,P00005,267,5,0.05,1,All-Season,0
09-05-2024,P00005,395,5,0,0,All-Season,0
01-06-2024,P00005,202,7,0.1,1,All-Season,0
02-06-2024,P00005,114,4,0.1,1,All-Season,0
05-06-2024,P00005,496,5,0.05,1,All-Season,0
06-06-2024,P00005,70,5,0.1,1,All-Season,0
07-06-2024,P00005,57,2,0,0,All-Season,0
12-06-2024,P00005,253,1,0.15,1,All-Season,0
01-07-2024,P00005,58,2,0.15,1,All-Season,0
02-07-2024,P00005,244,6,0.1,1,All-Season,0
03-07-2024,P00005,236,1,0.05,1,All-Season,0
06-07-2024,P00005,139,6,0.1,1,All-Season,0
01-08-2024,P00005,97,3,0.05,1,All-Season,0
09-08-2024,P00005,394,5,0.05,1,All-Season,0
01-09-2024,P00005,410,2,0.1,1,All-Season,0
02-09-2024,P00005,319,2,0.1,1,All-Season,0
04-09-2024,P00005,255,4,0.15,1,All-Season,0
06-09-2024,P00005,68,4,0,0,All-Season,0
07-09-2024,P00005,26,5,0.15,1,All-Season,0
08-09-2024,P00005,406,7,0.05,1,All-Season,0
11-09-2024,P00005,105,7,0,0,All-Season,0
12-09-2024,P00005,329,3,0,0,All-Season,0
01-10-2024,P00005,66,4,0,0,All-Season,0
05-10-2024,P00005,351,3,0.05,1,All-Season,0
08-10-2024,P00005,485,2,0.15,1,All-Season,0
09-10-2024,P00005,232,4,0.15,1,All-Season,0
02-11-2024,P00005,109,4,0.15,1,All-Season,0
03-11-2024,P00005,421,4,0,0,All-Season,0
10-11-2024,P00005,69,4,0.05,1,All-Season,0
11-11-2024,P00005,23,4,0.1,1,All-Season,0
06-12-2024,P00005,497,3,0,0,All-Season,0
07-12-2024,P00005,189,5,0.05,1,All-Season,0
09-12-2024,P00005,441,7,0,0,All-Season,0
12-12-2024,P00005,302,1,0.1,1,All-Season,0
01-01-2025,P00005,116,5,0,0,All-Season,0
02-01-2025,P00005,383,1,0.05,1,All-Season,0
03-01-2025,P00005,125,4,0.05,1,All-Season,0
04-01-2025,P00005,21,1,0.05,1,All-Season,0
06-01-2025,P00005,239,3,0.15,1,All-Season,0
07-01-2025,P00005,362,3,0.1,1,All-Season,0
10-01-2025,P00005,365,5,0.1,1,All-Season,0
04-02-2025,P00005,15,2,0,0,All-Season,0
07-02-2025,P00005,40,2,0,0,All-Season,0
08-02-2025,P00005,140,4,0.15,1,All-Season,0
09-02-2025,P00005,165,2,0,0,All-Season,0
10-02-2025,P00005,320,2,0.05,1,All-Season,0
02-03-2025,P00005,402,2,0,0,All-Season,0
10-03-2025,P00005,228,2,0.1,1,All-Season,0
01-04-2025,P00005,100,3,0.05,1,All-Season,0
07-04-2025,P00005,168,3,0.15,1,All-Season,0
05-05-2025,P00005,259,5,0,0,All-Season,0
07-05-2025,P00005,459,2,0.05,1,All-Season,0
08-05-2025,P00005,236,1,0,0,All-Season,0
05-06-2025,P00005,400,5,0,0,All-Season,0
07-06-2025,P00005,11,1,0.1,1,All-Season,1
08-06-2025,P00005,467,4,0.15,1,All-Season,0
10-06-2025,P00005,75,2,0.05,1,All-Season,0
02-07-2025,P00005,75,4,0.15,1,All-Season,0
04-07-2025,P00005,237,1,0.05,1,All-Season,0
07-07-2025,P00005,104,2,0.05,1,All-Season,0
04-08-2025,P00005,137,3,0,0,All-Season,0
06-08-2025,P00005,85,4,0.05,1,All-Season,0
07-08-2025,P00005,380,3,0.1,1,All-Season,0
08-08-2025,P00005,151,5,0.1,1,All-Season,0
10-08-2025,P00005,317,4,0.05,1,All-Season,0
03-09-2025,P00005,131,5,0.1,1,All-Season,0
07-09-2025,P00005,327,1,0,0,All-Season,0
08-09-2025,P00005,216,2,0.05,1,All-Season,0
10-09-2025,P00005,480,7,0.15,1,All-Season,0
05-10-2025,P00005,373,1,0.05,1,All-Season,0
01-11-2025,P00005,18,4,0.05,1,All-Season,0
06-11-2025,P00005,185,4,0,0,All-Season,0
07-11-2025,P00005,219,4,0,0,All-Season,0
08-11-2025,P00005,333,4,0.1,1,All-Season,0
02-12-2025,P00005,217,2,0.1,1,All-Season,0
03-12-2025,P00005,36,1,0.05,1,All-Season,0
06-12-2025,P00005,216,1,0.15,1,All-Season,0
,P00005,450,3,0,0,All-Season,0
,P00005,480,7,0.1,1,All-Season,0
,P00005,76,5,0,0,All-Season,0
,P00005,137,4,0.15,1,All-Season,0
,P00005,200,5,0.15,1,All-Season,0
,P00005,440,5,0.05,1,All-Season,0
,P00005,47,6,0.15,1,All-Season,0
,P00005,221,4,0.15,1,All-Season,0
,P00005,225,6,0,0,All-Season,0
,P00005,139,2,0.15,1,All-Season,0
,P00005,441,4,0,0,All-Season,0
,P00005,221,2,0.05,1,All-Season,0
,P00005,109,4,0.05,1,All-Season,0
,P00005,183,3,0.1,1,All-Season,0
,P00005,13,2,0,0,All-Season,0
,P00005,389,3,0.1,1,All-Season,0
,P00005,272,4,0.1,1,All-Season,0
,P00005,325,1,0.1,1,All-Season,0
,P00005,243,6,0.15,1,All-Season,0
,P00005,125,3,0,0,All-Season,0
,P00005,398,2,0.15,1,All-Season,0
,P00005,466,5,0.1,1,All-Season,0
,P00005,366,1,0.05,1,All-Season,0
,P00005,64,5,0.1,1,All-Season,0
,P00005,380,3,0.1,1,All-Season,0
,P00005,477,3,0.05,1,All-Season,0
,P00005,483,1,0.05,1,All-Season,0
,P00005,201,6,0.15,1,All-Season,0
,P00005,115,2,0.05,1,All-Season,0
,P00005,162,5,0.15,1,All-Season,0
,P00005,119,6,0,0,All-Season,0
,P00005,293,4,0.05,1,All-Season,0
,P00005,345,2,0.1,1,All-Season,0
,P00005,361,6,0.1,1,All-Season,0
,P00005,457,2,0,0,All-Season,0
,P00005,385,5,0,0,All-Season,0
,P00005,416,5,0.1,1,All-Season,0
,P00005,80,1,0.05,1,All-Season,0
,P00005,163,7,0.15,1,All-Season,0
,P00005,417,5,0.1,1,All-Season,0
,P00005,228,6,0,0,All-Season,0
,P00005,181,4,0,0,All-Season,0
,P00005,166,2,0.15,1,All-Season,0
,P00005,485,3,0.1,1,All-Season,0
,P00005,437,6,0.05,1,All-Season,0
,P00005,248,3,0,0,All-Season,0
,P00005,176,7,0.15,1,All-Season,0
,P00005,195,7,0.15,1,All-Season,0
,P00005,218,1,0.15,1,All-Season,0
,P00005,308,2,0.15,1,All-Season,0
,P00005,101,3,0,0,All-Season,0
,P00005,416,2,0.05,1,All-Season,0
,P00005,155,3,0.15,1,All-Season,0
,P00005,49,3,0,0,All-Season,0
,P00005,223,3,0.15,1,All-Season,0
,P00005,342,5,0,0,All-Season,0
,P00005,422,4,0.05,1,All-Season,0
,P00005,11,5,0,0,All-Season,0
,P00005,27,7,0.1,1,All-Season,0
,P00005,79,6,0.15,1,All-Season,0
,P00005,69,2,0.15,1,All-Season,0
,P00005,47,2,0.1,1,All-Season,0
,P00005,128,4,0.05,1,All-Season,0
,P00005,112,7,0.15,1,All-Season,0
,P00005,280,2,0,0,All-Season,0
,P00005,40,5,0.15,1,All-Season,0
,P00005,371,5,0,0,All-Season,0
,P00005,368,4,0.05,1,All-Season,0
,P00005,98,7,0.15,1,All-Season,0
,P00005,297,7,0.1,1,All-Season,0
,P00005,293,4,0,0,All-Season,0
,P00005,133,1,0.15,1,All-Season,0
,P00005,218,5,0,0,All-Season,0
,P00005,435,1,0.1,1,All-Season,0
,P00005,322,5,0.15,1,All-Season,0
,P00005,63,4,0.05,1,All-Season,0
,P00005,237,3,0.15,1,All-Season,0
,P00005,463,4,0.15,1,All-Season,0
,P00005,365,3,0.05,1,All-Season,0
,P00005,485,3,0.05,1,All-Season,0
,P00005,227,4,0.1,1,All-Season,0
,P00005,307,3,0,0,All-Season,0
,P00005,434,4,0,0,All-Season,0
,P00005,66,4,0.05,1,All-Season,0
,P00005,230,1,0.05,1,All-Season,0
,P00005,315,4,0,0,All-Season,0
,P00005,358,5,0.05,1,All-Season,0
,P00005,213,5,0.05,1,All-Season,0
,P00005,452,2,0.15,1,All-Season,0
,P00005,449,5,0.1,1,All-Season,0
,P00005,181,1,0.1,1,All-Season,0
,P00005,345,3,0,0,All-Season,0
,P00005,98,5,0.15,1,All-Season,0
,P00005,439,4,0.05,1,All-Season,0
,P00005,26,5,0.1,1,All-Season,0
,P00005,115,1,0.05,1,All-Season,0
,P00005,134,2,0.1,1,All-Season,0
,P00005,197,5,0.05,1,All-Season,0
,P00005,402,4,0.05,1,All-Season,0
,P00005,440,3,0.1,1,All-Season,0
,P00005,231,6,0.15,1,All-Season,0
,P00005,413,4,0.05,1,All-Season,0
,P00005,287,1,0.15,1,All-Season,0
,P00005,345,2,0,0,All-Season,0
,P00005,118,3,0,0,All-Season,0
,P00005,265,1,0.05,1,All-Season,0
,P00005,15,1,0,0,All-Season,0
,P00005,69,4,0.15,1,All-Season,0
,P00005,254,2,0.05,1,All-Season,0
,P00005,197,3,0.15,1,All-Season,0
,P00005,329,4,0,0,All-Season,0
,P00005,390,6,0.1,1,All-Season,0
,P00005,22,1,0.1,1,All-Season,0
,P00005,113,2,0.05,1,All-Season,0
,P00005,319,4,0.15,1,All-Season,0
,P00005,215,5,0,0,All-Season,0
,P00005,235,1,0.15,1,All-Season,0
,P00005,430,4,0.05,1,All-Season,0
,P00005,204,1,0.1,1,All-Season,0
